CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600321,Miller,712,France,Female,73,2,54085.68465143172,1,0,1,161690.94728197827,0
15600322,Garcia,786,France,Male,72,6,172991.8914621808,1,0,1,89920.767294782,0
15600323,Martin,507,France,Female,83,3,0.0,2,1,1,60742.126224610576,1
15600324,Wang,388,Germany,Female,36,8,0.0,2,1,1,166208.13148657058,0
15600325,Wang,764,Spain,Female,24,4,50986.6691584013,2,1,1,79009.28748701344,0
15600326,Dupont,431,Spain,Male,80,2,44734.1899452854,2,1,1,98061.67795933617,0
15600327,Lopez,705,France,Female,59,7,173203.85120317494,2,1,1,69262.00436756175,0
15600328,Müller,607,Spain,Male,59,5,58087.308913065455,1,1,1,124368.20404797042,0
15600329,Müller,555,France,Male,76,1,0.0,1,1,1,179180.15212599584,0
15600330,Smith,426,Spain,Male,37,2,104824.73580434185,2,0,0,19209.73556268699,0
15600331,Smith,826,Germany,Female,34,7,131718.28883793962,1,1,1,163474.92099117173,0
15600332,Garcia,361,Spain,Male,44,9,0.0,1,1,1,15647.799403228792,0
15600333,Dupont,644,Germany,Male,64,6,0.0,2,1,0,75097.60038912483,1
15600334,Wang,799,Spain,Male,19,9,0.0,1,0,1,42820.12303776986,0
15600335,Müller,573,France,Female,80,5,0.0,1,1,0,139961.39381097097,1
15600336,Miller,362,Germany,Female,79,0,99553.19920000367,1,0,1,23350.788724933624,0
15600337,Dupont,395,France,Female,36,8,0.0,1,0,1,106325.0173414141,0
15600338,Garcia,504,Spain,Male,34,2,0.0,1,1,0,63662.81208447659,0
15600339,Garcia,462,France,Female,56,4,0.0,1,1,0,37055.591062675856,0
15600340,Dupont,582,France,Male,56,6,42355.90381934753,2,1,1,142350.00499693572,0
15600341,Garcia,366,France,Male,53,6,145772.37074395383,2,1,1,50873.77765211736,0
15600342,Dupont,709,France,Female,57,2,0.0,1,1,0,51906.409989064916,0
15600343,Martin,572,France,Male,62,3,167610.03594631728,2,1,1,60387.669547757294,0
15600344,Dupont,703,Spain,Female,21,9,0.0,1,1,1,111816.51603162452,0
15600345,Lopez,537,France,Male,42,6,159078.04101010525,1,0,1,123844.87872897346,0
15600346,Dupont,797,France,Female,47,7,0.0,1,1,0,17904.41641072192,0
15600347,Garcia,693,Spain,Male,46,1,95650.60537409181,2,1,1,54908.489958775404,0
15600348,Müller,714,France,Male,68,8,158057.24967529988,1,0,0,86110.18901337167,1
15600349,Lopez,512,Spain,Male,41,6,57642.80842961377,2,1,1,69776.19710660347,0
15600350,Garcia,845,Spain,Male,31,7,0.0,2,1,1,160888.1586542962,0
15600351,Smith,675,Germany,Male,35,5,142463.7439520357,2,1,0,144971.94059625908,0
15600352,Smith,816,Spain,Female,59,5,133387.97215145765,2,1,1,118271.88556390654,0
15600353,Müller,763,France,Male,74,8,0.0,2,1,0,70776.99863951156,0
15600354,Müller,804,Spain,Female,29,3,111314.80878003468,1,0,1,130610.93689961637,0
15600355,Lopez,423,France,Female,34,10,0.0,1,0,1,154200.2721195561,0
15600356,Martin,582,France,Female,47,10,0.0,2,1,1,113147.0122642328,0
15600357,Müller,573,Germany,Male,40,4,0.0,2,1,1,144436.14203740755,0
15600358,Smith,831,France,Male,18,8,101076.35595246151,1,1,1,138602.31863095838,0
15600359,Dupont,668,Germany,Male,49,0,52477.368165826374,1,1,1,109336.65634145317,1
15600360,Garcia,761,Germany,Female,26,3,54926.09438821992,1,1,1,66510.23077554931,0
15600361,Smith,409,Germany,Male,32,6,0.0,1,1,0,138054.05607020983,0
15600362,Smith,684,Germany,Male,45,10,73201.12026732121,1,0,1,49121.400449005065,0
15600363,Martin,571,France,Female,41,8,0.0,2,0,1,143615.57716780307,0
15600364,Lopez,386,France,Female,77,10,176774.168855898,2,1,0,147750.20420351796,0
15600365,Lopez,826,Spain,Female,52,9,52518.18384010751,1,1,0,150653.90512911155,0
15600366,Wang,627,France,Female,44,5,0.0,2,1,0,93031.13521144551,0
15600367,Martin,545,Spain,Female,37,7,115504.58663082661,2,1,0,46759.32668211957,1
15600368,Dupont,753,Spain,Female,82,8,202565.53729388554,1,1,0,31454.394010901342,1
15600369,Lopez,701,Spain,Male,66,9,158420.70919094252,1,1,0,137654.6063305075,0
15600370,Garcia,833,France,Female,18,3,161711.01883470675,2,1,0,161233.12844741918,0
15600371,Müller,591,France,Male,27,0,27859.160474274937,2,1,1,122388.3292080896,0
15600372,Martin,673,France,Male,64,7,56198.136648355445,1,1,0,38786.40996408099,0
15600373,Müller,568,France,Male,76,1,11851.114991839253,3,1,1,169257.9140053997,1
15600374,Smith,541,Germany,Female,79,10,0.0,1,0,1,178201.83239898772,1
15600375,Garcia,366,France,Male,35,0,82332.0405699871,1,1,1,86507.47063926212,0
15600376,Garcia,361,France,Female,63,6,175197.02837603283,1,1,1,113146.17273017224,1
15600377,Smith,755,France,Female,49,9,0.0,1,1,0,143242.7058002735,0
15600378,Martin,750,Spain,Male,44,8,0.0,2,1,1,136504.3153582574,0
15600379,Smith,743,Spain,Female,35,10,37446.63328714573,3,1,1,174684.88666901912,0
15600380,Müller,723,France,Male,56,8,46408.362919076724,1,0,0,33955.710028000176,0
15600381,Wang,542,France,Male,66,2,81584.07331262666,3,1,0,110819.60291356295,1
15600382,Garcia,371,France,Female,61,5,0.0,2,0,0,129168.6842460602,0
15600383,Miller,823,France,Male,71,6,83227.59027702546,1,0,0,161866.23999096555,1
15600384,Miller,469,Spain,Male,51,9,0.0,2,1,0,159228.08857349487,0
15600385,Müller,559,Spain,Male,53,8,30359.792451610087,1,1,1,176369.96593761284,0
15600386,Dupont,655,France,Female,35,1,83755.57412408249,2,1,1,99492.94489971704,0
15600387,Lopez,619,France,Male,55,7,0.0,1,1,1,152075.54302418238,0
15600388,Smith,541,Germany,Female,76,6,24027.386225056118,2,1,1,85501.48184100907,1
15600389,Smith,524,France,Female,26,3,207892.13661098506,1,0,1,84681.78984624532,0
15600390,Dupont,634,Spain,Male,68,1,217126.5368771227,2,0,1,56802.48013802174,0
15600391,Dupont,553,France,Male,52,7,28599.31650326682,2,1,1,150009.15235817293,0
15600392,Müller,513,France,Female,22,10,71167.22967370477,1,0,0,177659.49245923007,0
15600393,Müller,600,France,Female,31,4,88204.13986742479,1,1,1,57296.38517729755,0
15600394,Dupont,576,Spain,Male,47,5,0.0,1,1,1,24261.71202347693,0
15600395,Garcia,785,Germany,Male,21,10,0.0,2,1,0,149564.5021741362,0
15600396,Müller,730,France,Female,56,6,0.0,1,0,1,117337.95866823477,0
15600397,Wang,809,France,Female,81,9,169077.06279188624,2,1,1,173350.30209091573,0
15600398,Müller,356,France,Female,42,0,34775.589881775406,1,1,1,56619.47114769712,1
15600399,Smith,378,France,Female,45,7,184973.9859511551,1,0,0,26719.56357021138,0
15600400,Müller,744,France,Female,83,3,158180.15887783025,1,1,1,96252.97304297276,1
15600401,Garcia,382,France,Male,39,8,131241.76229123777,1,1,0,29101.893789249334,0
15600402,Dupont,483,Germany,Female,48,0,196844.4203044419,2,1,0,58195.35018194673,0
15600403,Smith,716,France,Female,40,10,157064.3343155995,3,1,0,35786.34703516276,1
15600404,Müller,428,France,Male,65,1,52356.99215251533,1,0,1,51981.80964391299,0
15600405,Garcia,765,Germany,Male,37,5,100246.53002589001,2,1,1,32513.867715529654,0
15600406,Wang,784,France,Female,55,10,0.0,1,1,0,172394.4899055021,0
15600407,Müller,808,Germany,Female,72,9,21595.701617585186,2,0,1,60962.84771920636,1
15600408,Garcia,407,France,Male,18,10,0.0,1,1,0,88243.1016887733,0
15600409,Wang,820,Germany,Female,24,0,0.0,2,0,0,163270.94825964668,0
15600410,Dupont,375,Spain,Female,74,3,156466.86611761263,2,1,1,126758.06201364327,0
15600411,Müller,831,Germany,Male,29,7,116308.51757908483,1,0,0,116976.18429269276,0
15600412,Wang,779,Germany,Female,22,9,15382.772475728743,2,1,1,131417.92640953814,0
15600413,Smith,575,France,Male,67,4,204196.96993151595,1,1,0,151755.672422388,1
15600414,Dupont,634,Germany,Male,59,8,188885.72985197598,1,1,0,159815.42919554055,0
15600415,Smith,353,France,Male,29,10,0.0,1,1,1,121035.54565972937,0
15600416,Miller,814,France,Male,35,10,58077.8905892835,1,1,1,161851.20032451954,0
15600417,Martin,448,France,Female,83,5,35540.80704281979,1,1,0,103340.59202520369,1
15600418,Müller,746,Spain,Male,34,0,86312.42068074658,1,1,1,60752.99128428986,0
15600419,Wang,838,France,Female,79,5,63639.939019679005,1,1,1,160212.65696583432,0
15600420,Martin,388,Spain,Female,58,5,116405.15221132273,1,1,1,104343.01652315937,0
15600421,Martin,620,Spain,Female,51,5,0.0,2,1,0,164512.70194859366,0
15600422,Wang,724,Germany,Female,62,7,130740.2335782247,2,1,1,21627.6893018459,0
15600423,Dupont,634,Germany,Female,75,5,196885.52173692055,1,1,1,80590.09900430386,1
15600424,Müller,506,France,Male,68,4,146684.55587411323,1,0,0,171387.82802980725,0
15600425,Miller,424,France,Male,51,10,0.0,1,1,1,56192.26530511995,0
15600426,Smith,721,France,Male,61,1,189467.58817400795,2,0,1,170353.4805963513,1
15600427,Garcia,637,France,Male,32,3,108987.30313632947,2,1,1,172393.90608632623,0
15600428,Smith,479,France,Female,67,9,0.0,1,0,1,160553.48184726707,0
15600429,Garcia,524,France,Male,49,4,71231.12161091072,1,1,1,108005.22744039429,0
15600430,Smith,811,France,Female,84,9,0.0,1,1,1,121745.00909830535,0
15600431,Wang,433,Germany,Female,20,3,189616.03751621704,1,1,1,158486.8047442284,0
15600432,Miller,371,Spain,Male,68,1,133357.18439646,2,1,1,143023.01859421545,0
15600433,Müller,808,France,Male,84,6,196709.40363228164,2,1,1,118965.48516014291,1
15600434,Garcia,376,Spain,Male,65,9,206943.71346840047,1,1,0,177072.80229866595,0
15600435,Müller,544,France,Male,34,9,0.0,2,1,0,128136.64499505953,0
15600436,Müller,686,France,Female,24,1,115203.55339036236,1,1,1,175954.5287538806,0
15600437,Müller,731,Spain,Female,30,0,88742.55530565114,1,1,0,24469.09831016997,0
15600438,Lopez,585,France,Male,83,4,0.0,2,1,1,37928.46117246506,1
15600439,Dupont,789,France,Female,21,0,176654.15141248793,2,0,1,89490.70959008095,0
15600440,Smith,441,Germany,Female,27,0,68923.94535461748,1,1,1,78505.111045912,0
15600441,Müller,826,Germany,Female,34,0,0.0,1,1,1,144151.24882390958,0
15600442,Smith,370,Spain,Male,69,5,0.0,2,1,1,41501.314367418614,0
15600443,Müller,652,Spain,Female,23,8,0.0,2,1,0,176055.70455339563,0
15600444,Garcia,813,Spain,Male,26,9,180954.05024976603,1,1,1,66985.8694180508,0
15600445,Dupont,706,France,Male,38,10,137283.01596912433,1,1,0,85772.4117771263,0
15600446,Dupont,792,France,Female,41,0,209402.86179386688,1,0,0,60332.93035260378,0
15600447,Wang,433,France,Female,21,4,81301.07301744558,3,1,0,110594.9968588803,0
15600448,Lopez,611,France,Male,41,8,32710.647890811717,2,0,0,24673.735569726352,0
15600449,Wang,496,Spain,Female,76,8,116365.25221775431,1,1,0,39696.788419124045,0
15600450,Wang,790,France,Female,20,0,0.0,2,1,0,138056.62106408947,0
15600451,Wang,802,Germany,Male,57,7,213600.56989804143,2,0,1,45772.59626179264,1
15600452,Wang,736,Germany,Male,65,0,18123.841234010222,1,1,1,53859.88450684937,0
15600453,Wang,606,Spain,Male,71,7,168235.81923253468,1,1,0,145842.06889459823,0
15600454,Miller,407,Spain,Male,52,0,120271.50360987124,2,0,0,30394.694428946845,0
15600455,Dupont,729,Germany,Female,73,4,87410.33702464063,2,1,1,87183.18075718875,0
15600456,Wang,771,France,Female,57,7,23826.854546817478,2,0,1,18805.458854542452,0
15600457,Müller,364,Germany,Male,63,5,0.0,2,1,1,72223.22088745414,0
15600458,Dupont,511,France,Male,30,8,132896.26917210058,1,1,0,130331.9314307745,0
15600459,Dupont,794,Germany,Male,44,0,0.0,1,1,1,29867.041153342674,0
15600460,Martin,512,France,Female,23,8,201146.55729616556,3,1,1,161575.2134184954,1
15600461,Miller,669,Germany,Male,34,0,0.0,1,1,1,165067.34208521814,0
15600462,Wang,846,Germany,Female,53,9,0.0,2,0,0,32323.411895647292,0
15600463,Smith,630,France,Male,19,9,124190.1157429177,2,1,0,178470.85200200314,0
15600464,Garcia,629,France,Male,69,2,31048.69441702008,2,1,0,64092.37631025567,0
15600465,Lopez,361,Germany,Male,83,0,0.0,1,0,0,28876.775736714997,1
15600466,Müller,623,France,Female,69,2,88652.59201471863,2,1,1,15836.073892048275,1
15600467,Smith,620,Germany,Female,60,10,26963.634913612157,2,0,1,82406.27780103733,0
15600468,Miller,841,Spain,Female,39,1,0.0,2,1,1,118918.64764150942,0
15600469,Garcia,557,France,Male,72,1,136042.53488944194,1,1,1,69809.57623404669,0
15600470,Miller,376,France,Female,84,8,117867.06108247921,1,1,1,153058.36530331275,0
15600471,Müller,421,France,Female,77,7,155853.81454782755,1,1,0,133240.03546823328,1
15600472,Dupont,409,Germany,Male,75,0,21651.627834261235,1,1,1,72776.6527747254,0
15600473,Garcia,779,France,Male,29,3,69753.52815713179,1,0,1,136161.09499041975,0
15600474,Dupont,822,Spain,Female,56,0,182038.42113642147,3,1,0,170180.47659992622,0
15600475,Müller,494,France,Female,30,0,0.0,2,1,0,30360.83975959782,0
15600476,Smith,442,Spain,Female,58,3,0.0,2,1,1,65507.153426006786,0
15600477,Müller,658,Germany,Female,74,1,29298.179336192312,2,1,1,91448.7799542544,0
15600478,Smith,357,Germany,Male,70,2,185235.38512725622,1,0,0,97168.37107953681,1
15600479,Garcia,428,France,Male,29,10,85765.5642265326,3,1,1,104462.28140620215,0
15600480,Garcia,376,Germany,Male,30,8,0.0,1,0,1,64603.43957887701,0
15600481,Wang,523,Germany,Female,74,1,0.0,1,0,1,125097.8415870876,1
15600482,Miller,399,Spain,Female,57,3,23895.431562287977,1,1,0,121438.9430824219,0
15600483,Wang,849,Germany,Male,62,0,55347.02284422837,2,0,0,110340.54853481629,1
15600484,Miller,548,France,Male,52,1,0.0,2,0,1,33770.68408229464,0
15600485,Wang,736,France,Female,20,4,75605.23851272267,1,1,1,93699.70203083084,0
15600486,Dupont,698,Germany,Female,22,9,118020.48176731424,2,0,0,73777.43643574697,0
15600487,Garcia,797,France,Male,28,0,133639.48734865198,1,0,0,96021.34752329023,0
15600488,Smith,777,Germany,Male,73,10,175872.302549746,1,0,0,167107.9618599793,1
15600489,Miller,530,Germany,Male,27,6,147810.3775821553,2,0,0,94287.67162113737,0
15600490,Müller,373,France,Female,51,3,137839.24827720612,2,1,1,17306.830653519453,0
15600491,Miller,665,Germany,Female,84,5,96474.22577201268,2,1,1,87408.0617838816,0
15600492,Smith,727,France,Female,48,7,109499.77134162912,2,1,0,150406.94970814805,0
15600493,Wang,736,Spain,Female,83,5,97049.37417193803,2,1,0,143710.05233099777,1
15600494,Miller,753,Spain,Female,58,1,186854.86631289046,2,0,1,99709.36213214986,0
15600495,Lopez,395,Germany,Female,80,0,58300.09503516397,2,0,0,56211.887121787026,1
15600496,Dupont,364,France,Male,49,7,11201.395623812572,2,0,1,91739.62938089995,0
15600497,Garcia,502,France,Male,37,7,146777.17841751024,3,1,1,108010.86620400162,0
15600498,Smith,571,Spain,Female,74,8,52517.05856415459,4,1,1,179978.78731523207,1
15600499,Garcia,555,Spain,Male,67,5,0.0,1,1,0,121289.38487794726,1
15600500,Lopez,804,Spain,Female,42,0,0.0,2,1,0,129553.71346033123,0
15600501,Miller,622,France,Male,29,8,26112.748104923237,1,0,0,96089.93368872858,0
15600502,Miller,731,France,Female,56,2,32341.565136956244,1,1,0,73490.77587911743,0
15600503,Müller,585,France,Male,34,10,113986.03437179992,2,1,0,149137.242301789,0
15600504,Lopez,689,Germany,Male,62,5,137936.7591815645,1,1,1,96663.83351597397,0
15600505,Smith,577,France,Female,28,9,67730.75087127056,2,1,1,179123.87144414664,0
15600506,Müller,358,France,Female,40,9,160527.52050686785,2,1,1,90424.89475422728,0
15600507,Dupont,515,Germany,Male,55,10,0.0,1,1,0,26220.046801850265,0
15600508,Müller,781,France,Male,19,8,78213.06304719648,1,1,1,127625.39261986365,0
15600509,Martin,793,Germany,Female,54,10,15328.012488886274,2,1,1,22695.839402758826,0
15600510,Smith,668,Spain,Male,66,2,0.0,1,1,0,56332.763485976044,0
15600511,Martin,563,Germany,Female,69,4,55098.26982326737,1,0,1,73366.81170868405,0
15600512,Lopez,466,France,Female,50,4,185239.48612715196,1,1,0,137014.79162751907,0
15600513,Wang,735,France,Male,39,9,0.0,2,1,0,96548.92785725612,1
15600514,Martin,693,Spain,Female,22,6,0.0,2,0,0,19726.57866619234,0
15600515,Dupont,421,Germany,Male,35,3,193319.2333858904,2,1,1,116780.22546052716,0
15600516,Müller,744,Spain,Male,55,10,191360.8301931902,1,0,1,82886.97917539929,0
15600517,Wang,413,France,Female,54,3,0.0,2,1,0,167102.69414457268,0
15600518,Müller,554,Germany,Male,81,6,0.0,2,1,0,97427.78133813884,1
15600519,Martin,558,Germany,Female,27,8,172780.67632300488,1,1,0,131980.89907999092,0
15600520,Müller,421,Spain,Female,59,10,100946.84275644754,2,0,0,51113.301234375234,1
15600521,Lopez,626,Germany,Female,65,3,50328.81864739086,2,1,0,140560.63814772278,1
15600522,Wang,623,Germany,Male,61,3,0.0,2,1,0,133957.62622980593,1
15600523,Lopez,827,Spain,Female,33,5,51601.88079062835,1,1,0,164173.48190931586,0
15600524,Martin,669,France,Male,71,5,15419.505320158525,1,1,1,20580.57088366787,1
15600525,Lopez,687,France,Female,52,6,14258.794491158194,1,1,1,88837.61510687944,0
15600526,Dupont,715,France,Female,45,0,140686.2248553955,1,1,1,127060.64145203898,0
15600527,Martin,844,France,Female,19,10,148951.76275068137,2,0,0,30702.04351323548,0
15600528,Martin,444,France,Male,30,2,75318.75806196663,1,0,0,82749.67107957054,0
15600529,Martin,515,France,Male,58,8,77202.30774188331,2,1,0,170454.18950592223,0
15600530,Smith,381,France,Female,76,5,81293.72216258798,1,0,0,86929.19099703616,0
15600531,Müller,360,France,Female,70,5,152833.29481936453,1,1,0,177591.78927430417,1
15600532,Smith,650,Germany,Male,62,4,22208.096115634005,2,0,1,24378.44507817024,0
15600533,Smith,566,Germany,Male,37,10,205114.4340651784,1,1,1,133441.91306324705,0
15600534,Dupont,638,France,Male,41,2,0.0,2,1,0,110867.67898096447,0
15600535,Wang,451,Germany,Female,78,10,219931.37310083938,1,1,0,97589.04672680069,1
15600536,Müller,774,Spain,Male,75,4,0.0,1,1,1,175189.82124502654,0
15600537,Lopez,741,France,Female,44,0,172024.75603559928,2,0,0,36392.316081036224,0
15600538,Miller,616,France,Male,43,2,0.0,2,1,1,162839.8270273507,0
15600539,Martin,563,Spain,Female,24,3,26977.828345083333,1,1,1,129054.66783754069,0
15600540,Lopez,528,Germany,Female,59,4,193735.99811363625,1,1,1,57734.3520944394,0
15600541,Martin,437,Spain,Female,64,9,190337.7644300873,2,1,0,163775.4090293284,0
15600542,Dupont,390,France,Male,70,8,94749.78241441629,3,1,0,85833.66144706719,1
15600543,Martin,750,France,Male,76,3,157503.18993348963,2,1,0,149347.5091320567,0
15600544,Smith,425,France,Male,55,2,126983.8458636226,1,1,1,79158.025312821,0
15600545,Müller,726,France,Female,70,9,189120.78387148725,4,1,1,155403.58652648475,1
15600546,Miller,395,France,Female,32,0,0.0,1,1,1,120043.80454343303,0
15600547,Garcia,509,France,Male,43,9,119971.20399978689,1,1,1,38272.69454131498,0
15600548,Martin,812,Germany,Female,65,5,111928.1979529556,2,1,1,122194.42197247205,0
15600549,Lopez,429,Germany,Female,36,6,0.0,1,0,1,46571.88584580898,0
15600550,Smith,659,France,Female,26,9,197205.56355683817,1,1,1,82967.23360253684,0
15600551,Garcia,435,Germany,Male,81,7,44834.36417913245,1,1,1,43098.77140158556,1
15600552,Miller,441,France,Female,71,0,41396.814299346195,1,1,1,18632.659085074567,0
15600553,Garcia,497,France,Male,68,3,131151.00241777778,2,1,0,49961.279009242986,1
15600554,Smith,510,France,Male,56,10,148073.78829683783,2,1,1,103501.38391448074,0
15600555,Müller,551,Spain,Male,21,4,0.0,1,1,0,94457.5596832621,0
15600556,Müller,773,Germany,Male,20,1,0.0,2,1,0,97747.0207634505,0
15600557,Wang,765,Spain,Male,81,0,208778.40702553617,2,1,1,55868.33494368922,0
15600558,Müller,591,France,Female,46,7,0.0,2,0,1,128051.59810134071,0
15600559,Wang,702,Spain,Male,28,5,0.0,1,0,1,131203.44232535706,0
15600560,Garcia,351,France,Male,75,4,165431.37267649407,3,0,0,74064.6912173448,1
15600561,Dupont,574,Germany,Male,44,8,104107.0268876835,2,1,1,160393.06459823877,0
15600562,Lopez,638,Spain,Female,38,10,206880.45721951243,1,1,0,121263.8307448654,1
15600563,Lopez,582,France,Female,56,10,164697.914395946,1,0,1,132651.48041767423,0
15600564,Garcia,810,Spain,Female,63,1,106164.16177078855,1,1,0,60761.086459925005,1
15600565,Martin,763,Spain,Female,83,9,129560.39237297974,2,1,1,15100.919800671862,1
15600566,Martin,766,France,Male,53,7,155448.82311927114,1,0,1,157786.97599684808,0
15600567,Müller,426,Spain,Male,82,10,134359.93789013583,2,1,0,150700.0234556684,0
15600568,Lopez,465,France,Female,80,9,194526.49260347593,1,1,1,35326.661527066986,1
15600569,Lopez,503,Spain,Female,52,8,84946.61907888425,2,1,1,76727.34726779057,0
15600570,Wang,755,Germany,Female,48,0,0.0,1,1,0,124120.98588411612,0
15600571,Dupont,452,Germany,Female,45,6,54906.166794005505,2,1,0,122598.29144109016,1
15600572,Smith,543,Spain,Male,18,7,17934.423293564978,2,1,0,156957.80524341183,0
15600573,Martin,515,Spain,Female,42,2,19032.93251981162,1,1,0,38144.246669845714,0
15600574,Lopez,708,France,Female,60,3,192711.59055294938,1,1,1,85940.0583845446,0
15600575,Wang,439,Germany,Female,84,2,152462.56074524054,1,1,1,31042.028957860086,1
15600576,Miller,523,France,Female,80,6,0.0,2,1,0,79283.21599237365,0
15600577,Wang,471,France,Female,68,8,0.0,2,1,0,17492.72852197122,1
15600578,Martin,847,France,Female,19,2,188336.02038576204,1,0,1,163215.05574317096,0
15600579,Martin,492,France,Female,81,5,110856.05438978177,1,1,0,101962.25947673238,1
15600580,Wang,831,Spain,Male,26,7,0.0,1,1,0,155217.37303238836,0
15600581,Smith,455,France,Male,19,5,85483.45549827022,2,1,0,24884.27566555502,0
15600582,Garcia,724,Spain,Male,51,1,0.0,2,0,1,52530.588228031906,0
15600583,Martin,777,France,Male,77,6,156717.9658170604,2,0,1,57797.6992114948,1
15600584,Wang,654,France,Male,78,1,0.0,1,1,1,78804.09661540002,1
15600585,Lopez,709,Spain,Male,48,1,128457.83355461128,1,0,0,147472.9514455951,0
15600586,Wang,808,France,Female,27,1,121936.41791253367,3,1,1,78782.04916569628,0
15600587,Dupont,666,France,Female,53,10,38958.75256337013,1,1,1,48767.832391643955,0
15600588,Garcia,800,Spain,Male,66,0,134161.01020762895,2,1,1,25723.39295589679,0
15600589,Miller,472,France,Female,66,10,76104.98098056117,1,0,0,28116.138478193432,1
15600590,Smith,739,Germany,Male,20,0,20993.24103001651,1,0,1,140407.78898356127,0
15600591,Müller,358,France,Female,22,6,209217.7931183786,2,0,1,88392.49352104445,0
15600592,Miller,611,France,Female,78,4,144712.97750350044,3,0,0,134819.8851300025,0
15600593,Garcia,422,Spain,Female,43,10,194152.97569287787,3,1,0,127577.3750910101,1
15600594,Garcia,708,France,Female,22,2,151971.76105278317,1,1,1,37334.806190442534,0
15600595,Garcia,572,France,Female,32,0,84966.57534942371,1,0,1,38576.50914172409,0
15600596,Miller,765,France,Female,33,10,0.0,2,0,1,139631.4325466321,0
15600597,Lopez,390,France,Male,18,9,151906.81967290718,2,0,1,134009.26842509385,0
15600598,Garcia,719,Germany,Male,33,5,0.0,2,1,1,77375.0765342612,0
15600599,Wang,553,France,Female,54,10,0.0,1,1,0,27774.673449918613,1
15600600,Miller,613,Germany,Male,20,0,0.0,3,1,0,16996.173580244613,1
15600601,Müller,677,Germany,Female,69,8,0.0,2,1,1,62545.8966611879,1
15600602,Garcia,527,France,Male,64,1,0.0,2,1,0,16521.675141892443,0
15600603,Wang,697,Germany,Female,30,0,205565.99175428093,2,1,0,52961.98248211106,0
15600604,Lopez,667,France,Male,72,6,0.0,1,0,1,84217.62213487086,1
15600605,Dupont,433,Germany,Female,38,5,210133.39696849298,3,1,1,35033.601276472444,0
15600606,Lopez,667,France,Male,83,5,0.0,2,0,0,32205.830042205132,1
15600607,Müller,460,Spain,Female,71,4,18821.2111579505,2,1,0,162912.17689359153,0
15600608,Garcia,600,France,Male,44,10,200443.29468200108,3,0,0,111602.55478877673,1
15600609,Müller,732,France,Female,55,3,111739.28989697044,2,1,0,169185.18831585895,1
15600610,Miller,356,Spain,Female,75,10,106668.6668033449,2,0,1,72061.31702463707,0
15600611,Martin,808,Spain,Female,79,3,128957.9872557232,1,1,0,126728.91465931192,0
15600612,Garcia,433,France,Male,63,2,41370.75482195786,1,1,1,48774.126312595414,0
15600613,Martin,557,France,Male,28,9,0.0,1,1,1,117026.15235119029,0
15600614,Wang,737,Spain,Male,25,7,184536.7155107266,1,1,1,36381.64545164743,0
15600615,Dupont,739,Spain,Female,81,6,13251.316418878221,1,1,0,15343.30546408715,1
15600616,Smith,663,Germany,Male,38,8,67312.60366811798,1,1,1,168702.74723258053,0
15600617,Müller,371,Germany,Female,80,0,10515.463153207285,1,1,0,106557.57206890953,0
15600618,Lopez,759,Germany,Male,81,6,97299.37492146814,1,0,0,167945.2093590365,1
15600619,Dupont,732,Spain,Male,37,9,162946.25720368428,1,1,1,70082.2014108419,1
15600620,Garcia,352,France,Male,25,3,177742.084114072,1,1,0,69084.70141168986,0
15600621,Martin,476,France,Male,75,6,208489.84983667138,2,1,1,81108.07529255023,1
15600622,Lopez,646,Germany,Female,63,0,0.0,2,1,0,131496.7623530978,1
15600623,Martin,537,Spain,Male,48,4,63471.64199710805,1,1,0,108358.42464071875,0
15600624,Miller,711,France,Male,26,2,204071.06931870678,2,1,1,167683.55967135445,0
15600625,Martin,363,France,Female,32,4,0.0,2,1,1,19197.748686852494,0
15600626,Miller,808,Germany,Female,43,3,0.0,1,1,1,131852.32976546852,0
15600627,Wang,815,Spain,Male,27,1,156084.44530097654,2,0,1,69504.06874548146,0
15600628,Lopez,361,France,Male,46,10,204106.43455156012,3,0,0,44738.55255004609,0
15600629,Lopez,436,France,Female,53,3,0.0,2,1,1,99215.27771581632,0
15600630,Smith,361,France,Female,54,2,87358.64659279415,1,1,0,98335.52438969933,0
15600631,Garcia,746,France,Female,40,0,0.0,2,1,1,37606.81973359069,0
15600632,Miller,374,France,Male,58,9,18458.414174431455,1,0,1,48312.84926192683,0
15600633,Smith,650,France,Male,45,7,91147.26798442205,2,1,1,82347.16970875656,0
15600634,Martin,592,Germany,Male,65,4,95327.83668757165,3,1,1,82453.88304473204,0
15600635,Martin,471,France,Female,55,3,45036.02922837528,2,1,0,67397.09303724798,1
15600636,Smith,496,Germany,Female,48,9,14847.950915871737,2,1,1,39509.949999146855,0
15600637,Lopez,404,Germany,Female,31,4,38010.05969392599,1,1,0,15721.657051661621,0
15600638,Martin,587,France,Male,46,3,0.0,4,0,0,175088.7853006234,1
15600639,Müller,705,Spain,Female,68,2,178480.65143637438,2,1,0,170677.37290114796,1
15600640,Wang,522,France,Male,66,4,217522.73347266458,1,1,1,94802.3125640623,0
15600641,Wang,741,Germany,Female,60,3,82736.3356527838,2,1,0,179183.53929037595,0
15600642,Müller,570,France,Male,22,0,135869.63667483136,1,0,0,126152.96457907013,0
